location_x,location_y,remaining_min,power_of_shot,game_season,lat/lng,home/away,remaining_sec,shot_id_number,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,type_of_shot,type_of_combined_shot
-162,66,10,3,2000-01,"39.739968, -104.954013",MANU @ DEN,5,202,37,,Left Side(L),Mid Range,16-24 ft.,,shot - 3
167,-6,8,3,,"39.739968, -104.954013",MANU @ DEN,35,203,36,0,Right Side(R),Mid Range,16-24 ft.,,shot - 3
-4,150,6,3,2000-01,"39.739968, -104.954013",,24,204,35,1,Center(C),Mid Range,8-16 ft.,,shot - 3
-185,9,5,,2000-01,"39.739968, -104.954013",MANU @ DEN,1,205,38,,Left Side(L),Mid Range,16-24 ft.,,shot - 3
237,19,3,3,2000-01,"39.739968, -104.954013",MANU @ DEN,21,206,,1,Right Side(R),Right Corner,,shot - 5,
-229,19,0,3,2000-01,"39.739968, -104.954013",MANU @ DEN,47,207,,1,Left Side(L),Left Corner,24+ ft.,shot - 36,
0,0,11,4,2000-01,"39.739968, -104.954013",MANU @ DEN,10,208,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
0,0,7,4,2000-01,"39.739968, -104.954013",,10,209,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 24,
-214,156,5,4,2000-01,"39.739968, -104.954013",MANU @ DEN,19,210,46,,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 54,
-149,137,3,4,2000-01,"39.739968, -104.954013",MANU @ DEN,38,211,40,,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
37,82,1,4,2000-01,"39.739968, -104.954013",MANU @ DEN,18,212,28,1,Center(C),Goal Line,8-16 ft.,,shot - 3
-42,87,0,4,2000-01,"39.739968, -104.954013",MANU @ DEN,46,213,29,0,,Goal Line,8-16 ft.,,shot - 3
28,247,9,1,2000-01,"42.982923, -71.446094",MANU vs. CHI,3,214,44,0,Center(C),Penalty Spot,24+ ft.,,shot - 3
7,,6,1,,"42.982923, -71.446094",MANU vs. CHI,10,,29,0,,Goal Line,8-16 ft.,shot - 41,
0,0,3,1,,"42.982923, -71.446094",MANU vs. CHI,10,216,20,1,,Goal Area,Less Than 8 ft.,shot - 12,
0,0,0,1,2000-01,"42.982923, -71.446094",MANU vs. CHI,13,217,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
0,0,7,2,2000-01,"42.982923, -71.446094",MANU vs. CHI,,,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 12,
115,135,6,2,2000-01,"42.982923, -71.446094",MANU vs. CHI,3,,37,0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 54,
142,184,0,,2000-01,"42.982923, -71.446094",MANU vs. CHI,44,220,43,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
0,0,11,3,2000-01,"42.982923, -71.446094",MANU vs. CHI,24,221,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
0,0,10,,2000-01,"42.982923, -71.446094",,19,222,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
79,163,9,3,,"42.982923, -71.446094",MANU vs. CHI,45,223,38,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
142,141,7,3,2000-01,"42.982923, -71.446094",MANU vs. CHI,22,224,40,1,Right Side Center(RC),Mid Range,16-24 ft.,shot - 45,
30,125,,3,2000-01,"42.982923, -71.446094",MANU vs. CHI,43,225,32,0,Center(C),Goal Line,8-16 ft.,shot - 40,
-60,97,4,3,2000-01,"42.982923, -71.446094",MANU vs. CHI,55,,31,1,Left Side(L),Goal Line,8-16 ft.,shot - 44,
0,0,1,3,,"42.982923, -71.446094",MANU vs. CHI,34,227,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,0,3,,"42.982923, -71.446094",MANU vs. CHI,4,,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
115,245,11,4,,"42.982923, -71.446094",MANU vs. CHI,13,229,47,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
-132,184,10,4,2000-01,"42.982923, -71.446094",MANU vs. CHI,52,230,,0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 37,
0,0,10,4,2000-01,"42.982923, -71.446094",MANU vs. CHI,12,231,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,10,4,2000-01,"42.982923, -71.446094",MANU vs. CHI,8,232,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-25,76,2,4,2000-01,"42.982923, -71.446094",MANU vs. CHI,,233,28,1,Center(C),Goal Line,8-16 ft.,,shot - 3
-145,108,1,4,,"42.982923, -71.446094",MANU vs. CHI,37,,38,0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 11,
-208,-29,0,4,2000-01,"42.982923, -71.446094",MANU vs. CHI,31,235,41,0,Left Side(L),Mid Range,16-24 ft.,shot - 45,
-105,148,10,1,2000-01,"42.982923, -71.446094",MANU vs. GSW,5,236,38,1,Left Side Center(LC),Mid Range,16-24 ft.,shot - 19,
-48,175,8,1,,"42.982923, -71.446094",MANU vs. GSW,0,237,38,0,Center(C),Mid Range,16-24 ft.,,shot - 3
,247,4,1,,"42.982923, -71.446094",MANU vs. GSW,58,238,45,0,Center(C),Penalty Spot,24+ ft.,,shot - 3
,0,2,1,2000-01,"42.982923, -71.446094",MANU vs. GSW,36,239,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
0,0,2,1,2000-01,"42.982923, -71.446094",MANU vs. GSW,20,240,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,2,1,2000-01,"42.982923, -71.446094",MANU vs. GSW,8,241,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 12,
142,226,1,1,2000-01,"42.982923, -71.446094",MANU vs. GSW,43,242,46,1,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 5,
0,0,10,2,2000-01,"42.982923, -71.446094",MANU vs. GSW,17,243,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
-63,171,9,2,2000-01,,MANU vs. GSW,16,244,38,1,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
0,0,3,2,2000-01,"42.982923, -71.446094",MANU vs. GSW,34,245,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
64,,2,2,2000-01,,MANU vs. GSW,30,246,38,1,Right Side Center(RC),Mid Range,16-24 ft.,shot - 6,
0,0,9,3,2000-01,"42.982923, -71.446094",MANU vs. GSW,52,247,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
0,0,9,3,2000-01,"42.982923, -71.446094",MANU vs. GSW,12,248,,1,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
115,236,6,3,2000-01,"42.982923, -71.446094",MANU vs. GSW,31,249,46,1,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 52,
0,0,6,3,2000-01,"42.982923, -71.446094",,9,,20,,Center(C),Goal Area,Less Than 8 ft.,shot - 56,
163,7,5,3,2000-01,"42.982923, -71.446094",MANU vs. GSW,20,251,36,0,Right Side(R),,16-24 ft.,,shot - 3
0,0,2,3,2000-01,,,6,252,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
0,0,2,3,2000-01,"42.982923, -71.446094",MANU vs. GSW,0,253,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,,1,3,2000-01,"42.982923, -71.446094",MANU vs. GSW,26,254,,1,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
64,40,10,1,2000-01,"42.982923, -71.446094",MANU vs. MIN,33,255,27,0,Center(C),,Less Than 8 ft.,shot - 16,
-105,-2,7,1,2000-01,"42.982923, -71.446094",MANU vs. MIN,33,256,30,1,,Mid Range,8-16 ft.,shot - 44,
106,154,6,1,2000-01,"42.982923, -71.446094",MANU vs. MIN,,257,,,Right Side Center(RC),Mid Range,16-24 ft.,shot - 36,
0,0,5,1,2000-01,"42.982923, -71.446094",MANU vs. MIN,52,258,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
64,95,3,1,2000-01,"42.982923, -71.446094",MANU vs. MIN,56,259,31,1,Right Side(R),Goal Line,8-16 ft.,shot - 30,
,154,3,1,2000-01,"42.982923, -71.446094",MANU vs. MIN,25,260,38,,,Mid Range,16-24 ft.,,shot - 3
-132,2,1,1,,"42.982923, -71.446094",MANU vs. MIN,4,261,33,1,Left Side(L),Mid Range,8-16 ft.,shot - 7,
73,17,10,3,2000-01,"42.982923, -71.446094",MANU vs. MIN,53,262,27,,Center(C),Goal Line,Less Than 8 ft.,shot - 55,
0,0,9,3,,"42.982923, -71.446094",MANU vs. MIN,45,263,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 56,
115,137,9,3,2000-01,"42.982923, -71.446094",MANU vs. MIN,18,264,37,,Right Side Center(RC),Mid Range,16-24 ft.,shot - 23,
-132,154,6,3,2000-01,"42.982923, -71.446094",MANU vs. MIN,24,265,40,0,Left Side Center(LC),,16-24 ft.,,shot - 3
0,0,5,3,2000-01,"42.982923, -71.446094",MANU vs. MIN,58,266,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
-141,-19,3,3,2000-01,"42.982923, -71.446094",MANU vs. MIN,12,267,34,,Left Side(L),Mid Range,8-16 ft.,,shot - 3
235,23,2,3,2000-01,"42.982923, -71.446094",MANU vs. MIN,42,268,43,0,Right Side(R),Right Corner,24+ ft.,shot - 19,
28,175,0,3,2000-01,"42.982923, -71.446094",MANU vs. MIN,21,269,37,1,Center(C),Mid Range,16-24 ft.,,shot - 3
184,171,11,4,2000-01,"42.982923, -71.446094",MANU vs. MIN,38,270,45,1,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 44,
127,61,9,4,,"42.982923, -71.446094",MANU vs. MIN,50,271,34,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
28,89,9,4,,"42.982923, -71.446094",MANU vs. MIN,36,272,29,1,Center(C),Goal Line,8-16 ft.,shot - 15,
-84,213,7,4,2000-01,"42.982923, -71.446094",MANU vs. MIN,30,273,42,1,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
-119,144,5,4,2000-01,"42.982923, -71.446094",MANU vs. MIN,24,274,38,1,,Mid Range,16-24 ft.,shot - 44,
0,110,10,1,2000-01,,MANU @ LAC,25,275,31,0,Center(C),Goal Line,8-16 ft.,,shot - 3
0,0,7,1,2000-01,"34.189593, -118.471724",MANU @ LAC,14,276,,1,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
127,,6,1,,"34.189593, -118.471724",MANU @ LAC,17,277,35,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
-143,219,5,1,2000-01,"34.189593, -118.471724",MANU @ LAC,44,278,46,1,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
0,,5,1,,"34.189593, -118.471724",MANU @ LAC,17,279,20,,Center(C),Goal Area,Less Than 8 ft.,shot - 1,
77,141,7,2,2000-01,,MANU @ LAC,18,280,36,1,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
-6,70,6,2,2000-01,"34.189593, -118.471724",MANU @ LAC,35,281,27,1,Center(C),Goal Line,Less Than 8 ft.,shot - 44,
98,141,2,2,,"34.189593, -118.471724",MANU @ LAC,38,282,37,,Right Side Center(RC),Mid Range,16-24 ft.,shot - 51,
0,,2,2,2000-01,"34.189593, -118.471724",MANU @ LAC,8,283,20,1,Center(C),,Less Than 8 ft.,shot - 4,
0,0,1,2,2000-01,"34.189593, -118.471724",MANU @ LAC,39,284,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
144,215,,2,2000-01,"34.189593, -118.471724",MANU @ LAC,36,285,45,1,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
-63,177,11,3,,"34.189593, -118.471724",MANU @ LAC,24,,38,0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 45,
,259,7,3,2000-01,"34.189593, -118.471724",MANU @ LAC,20,287,47,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
-48,78,4,3,,"34.189593, -118.471724",MANU @ LAC,53,288,29,1,Left Side(L),Goal Line,8-16 ft.,shot - 15,
153,,3,3,2000-01,"34.189593, -118.471724",MANU @ LAC,42,289,45,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
-56,21,2,3,2000-01,"34.189593, -118.471724",MANU @ LAC,15,290,25,1,Center(C),Goal Line,Less Than 8 ft.,shot - 55,
0,0,0,3,2000-01,"34.189593, -118.471724",MANU @ LAC,54,291,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
201,11,11,4,2000-01,"34.189593, -118.471724",,7,292,40,1,Right Side(R),Mid Range,16-24 ft.,shot - 21,
51,116,10,4,2000-01,"34.189593, -118.471724",MANU @ LAC,39,293,32,,Center(C),Goal Line,8-16 ft.,shot - 37,
,34,9,1,2000-01,"42.982923, -71.446094",MANU vs. IND,42,294,44,1,Right Side(R),Right Corner,24+ ft.,,shot - 3
123,232,5,1,2000-01,"42.982923, -71.446094",MANU vs. IND,0,295,46,1,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
-157,137,3,1,2000-01,"42.982923, -71.446094",MANU vs. IND,30,296,40,1,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
138,110,11,2,2000-01,"42.982923, -71.446094",MANU vs. IND,8,297,37,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
102,137,8,2,2000-01,"42.982923, -71.446094",MANU vs. IND,40,298,37,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
-65,106,8,2,2000-01,"42.982923, -71.446094",MANU vs. IND,11,299,32,,Left Side(L),Goal Line,8-16 ft.,shot - 44,
-115,106,6,2,2000-01,"42.982923, -71.446094",MANU vs. IND,11,300,35,,Left Side(L),Mid Range,,shot - 15,
-86,55,5,2,2000-01,,MANU vs. IND,47,301,30,,Left Side(L),Mid Range,8-16 ft.,,shot - 3
186,17,3,2,2000-01,"42.982923, -71.446094",MANU vs. IND,47,302,38,0,Right Side(R),Mid Range,16-24 ft.,,shot - 3
0,0,2,2,,"42.982923, -71.446094",MANU vs. IND,54,303,20,1,Center(C),,Less Than 8 ft.,,shot - 4
0,0,8,3,2000-01,"42.982923, -71.446094",MANU vs. IND,22,304,20,1,Center(C),,Less Than 8 ft.,,shot - 1
142,245,7,3,2000-01,"42.982923, -71.446094",MANU vs. IND,22,305,48,0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 54,
-33,70,6,3,2000-01,"42.982923, -71.446094",MANU vs. IND,52,306,27,0,Center(C),,Less Than 8 ft.,shot - 43,
-12,42,6,3,2000-01,"42.982923, -71.446094",MANU vs. IND,48,307,24,0,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
121,104,4,,2000-01,"42.982923, -71.446094",MANU vs. IND,58,308,,0,Right Side(R),Mid Range,8-16 ft.,shot - 2,
0,0,4,3,2000-01,"42.982923, -71.446094",MANU vs. IND,3,309,,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
79,163,3,3,2000-01,,MANU vs. IND,18,310,,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
,,,3,2000-01,"42.982923, -71.446094",MANU vs. IND,57,311,29,0,Left Side(L),Mid Range,8-16 ft.,shot - 29,
-124,135,2,3,2000-01,"42.982923, -71.446094",MANU vs. IND,,312,38,1,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
0,0,1,3,,"42.982923, -71.446094",MANU vs. IND,15,313,20,0,Center(C),Goal Area,,,shot - 1
108,,,3,,,MANU vs. IND,0,314,62,0,Mid Ground(MG),Penalty Spot,Back Court Shot,,shot - 3
-67,135,10,4,2000-01,,MANU vs. IND,32,315,35,0,Center(C),Goal Line,8-16 ft.,,shot - 3
-160,224,10,,2000-01,"42.982923, -71.446094",,6,316,47,1,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
-117,217,9,4,2000-01,"42.982923, -71.446094",MANU vs. IND,23,317,44,,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
-134,9,,1,2000-01,"47.633181, -122.308343",MANU @ SEA,59,,33,1,Left Side(L),Mid Range,8-16 ft.,,shot - 3
-122,15,8,1,,"47.633181, -122.308343",MANU @ SEA,37,319,32,0,,Mid Range,8-16 ft.,,shot - 3
-101,116,7,1,2000-01,"47.633181, -122.308343",MANU @ SEA,10,320,35,0,Left Side(L),Mid Range,8-16 ft.,,shot - 3
-29,19,0,1,2000-01,"47.633181, -122.308343",MANU @ SEA,48,321,23,1,Center(C),Goal Area,Less Than 8 ft.,shot - 44,
-50,245,0,1,2000-01,"47.633181, -122.308343",MANU @ SEA,24,322,45,0,Center(C),Penalty Spot,24+ ft.,,shot - 3
-150,,0,1,2000-01,"47.633181, -122.308343",MANU @ SEA,0,323,68,0,Mid Ground(MG),Mid Ground Line,Back Court Shot,shot - 36,
-29,13,11,2,2000-01,"47.633181, -122.308343",MANU @ SEA,48,,,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
,19,9,2,,"47.633181, -122.308343",MANU @ SEA,0,325,23,0,Center(C),Goal Area,,,shot - 3
-35,,1,2,2000-01,"47.633181, -122.308343",MANU @ SEA,54,326,23,0,Center(C),Goal Area,Less Than 8 ft.,shot - 25,
167,184,0,2,2000-01,"47.633181, -122.308343",MANU @ SEA,28,327,44,,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
129,19,10,3,2000-01,"47.633181, -122.308343",MANU @ SEA,59,328,33,,Right Side(R),Mid Range,8-16 ft.,shot - 35,
0,0,9,3,2000-01,"47.633181, -122.308343",MANU @ SEA,37,329,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 12,
167,207,9,3,,"47.633181, -122.308343",MANU @ SEA,6,330,46,0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 31,
0,0,7,3,2000-01,"47.633181, -122.308343",MANU @ SEA,2,,20,1,,Goal Area,Less Than 8 ft.,shot - 12,
60,177,3,3,2000-01,"47.633181, -122.308343",MANU @ SEA,45,332,38,1,Right Side Center(RC),Mid Range,16-24 ft.,shot - 3,
0,0,,3,,"47.633181, -122.308343",MANU @ SEA,28,333,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-86,253,9,1,2000-01,"42.982923, -71.446094",MANU vs. SAS,34,334,46,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 46,
0,0,8,,2000-01,"42.982923, -71.446094",MANU vs. SAS,,335,20,,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
172,68,7,1,2000-01,"42.982923, -71.446094",MANU vs. SAS,28,336,38,1,Right Side(R),Mid Range,16-24 ft.,shot - 43,
-50,28,6,1,2000-01,"42.982923, -71.446094",MANU vs. SAS,35,337,25,0,Center(C),Goal Line,Less Than 8 ft.,shot - 36,
-86,165,,1,2000-01,"42.982923, -71.446094",MANU vs. SAS,30,338,38,1,Left Side Center(LC),Mid Range,16-24 ft.,shot - 13,
-79,28,4,1,2000-01,"42.982923, -71.446094",MANU vs. SAS,50,339,28,0,Left Side(L),Goal Line,8-16 ft.,,shot - 3
0,,4,1,2000-01,"42.982923, -71.446094",MANU vs. SAS,4,340,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
18,144,2,1,2000-01,"42.982923, -71.446094",MANU vs. SAS,33,341,34,0,Center(C),Mid Range,8-16 ft.,shot - 51,
123,55,2,1,2000-01,"42.982923, -71.446094",MANU vs. SAS,0,342,33,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
0,0,0,1,2000-01,"42.982923, -71.446094",MANU vs. SAS,7,343,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-170,-15,4,2,2000-01,"42.982923, -71.446094",MANU vs. SAS,40,344,37,0,Left Side(L),Mid Range,16-24 ft.,,shot - 3
159,116,4,2,2000-01,"42.982923, -71.446094",,14,345,39,1,Right Side Center(RC),Mid Range,16-24 ft.,shot - 44,
-16,55,3,,2000-01,"42.982923, -71.446094",MANU vs. SAS,14,346,25,,Center(C),Goal Line,Less Than 8 ft.,shot - 44,
32,148,11,3,2000-01,"42.982923, -71.446094",MANU vs. SAS,,347,35,1,Center(C),Mid Range,8-16 ft.,,shot - 3
26,68,10,3,2000-01,"42.982923, -71.446094",MANU vs. SAS,15,348,,,Center(C),Goal Line,Less Than 8 ft.,shot - 38,
5,198,9,3,2000-01,,MANU vs. SAS,10,349,39,0,Center(C),Mid Range,,,shot - 3
-149,247,6,3,2000-01,,MANU vs. SAS,27,,48,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 4,
0,0,5,,2000-01,"42.982923, -71.446094",MANU vs. SAS,59,351,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
-79,133,4,3,2000-01,"42.982923, -71.446094",MANU vs. SAS,41,352,35,1,Left Side(L),Goal Line,8-16 ft.,,shot - 3
-23,40,3,3,2000-01,"42.982923, -71.446094",MANU vs. SAS,8,353,,0,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
66,154,0,3,2000-01,"42.982923, -71.446094",MANU vs. SAS,37,354,36,1,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
-86,257,0,3,2000-01,"42.982923, -71.446094",MANU vs. SAS,0,355,47,1,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
75,198,11,4,2000-01,"42.982923, -71.446094",MANU vs. SAS,42,356,41,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
0,0,11,4,2000-01,"42.982923, -71.446094",MANU vs. SAS,0,357,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 12,
-58,68,9,4,2000-01,"42.982923, -71.446094",MANU vs. SAS,42,358,28,1,Left Side(L),Goal Line,,shot - 1,
60,61,9,4,2000-01,"42.982923, -71.446094",MANU vs. SAS,7,359,28,1,Right Side(R),Goal Line,8-16 ft.,,shot - 3
117,253,7,4,2000-01,"42.982923, -71.446094",MANU vs. SAS,34,360,47,,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
-50,17,6,4,,"42.982923, -71.446094",MANU vs. SAS,49,361,25,0,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
0,0,6,4,,"42.982923, -71.446094",MANU vs. SAS,38,362,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
,209,4,4,2000-01,"42.982923, -71.446094",MANU vs. SAS,0,363,40,0,Center(C),Mid Range,16-24 ft.,,shot - 3
-136,160,0,4,2000-01,"42.982923, -71.446094",MANU vs. SAS,51,364,40,1,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
-16,181,,1,,"42.982923, -71.446094",MANU vs. DAL,18,365,38,,Center(C),Mid Range,16-24 ft.,shot - 20,
60,127,10,1,2000-01,,MANU vs. DAL,26,366,34,1,Center(C),Goal Line,8-16 ft.,shot - 35,
87,133,9,1,2000-01,"42.982923, -71.446094",MANU vs. DAL,11,367,35,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
39,82,8,1,2000-01,"42.982923, -71.446094",MANU vs. DAL,34,368,29,1,Center(C),Goal Line,8-16 ft.,,shot - 3
-149,2,6,1,,"42.982923, -71.446094",MANU vs. DAL,46,369,34,0,Left Side(L),Mid Range,8-16 ft.,,shot - 3
110,243,5,1,2000-01,"42.982923, -71.446094",MANU vs. DAL,26,370,46,1,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
110,13,,1,,"42.982923, -71.446094",MANU vs. DAL,29,371,31,1,Right Side(R),Mid Range,8-16 ft.,shot - 52,
11,82,8,2,2000-01,"42.982923, -71.446094",,57,372,28,0,Center(C),Goal Line,8-16 ft.,,shot - 3
-16,55,8,2,,,MANU vs. DAL,53,373,25,0,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
237,2,8,2,2000-01,"42.982923, -71.446094",MANU vs. DAL,48,374,43,0,Right Side(R),,24+ ft.,,shot - 3
11,198,5,2,2000-01,"42.982923, -71.446094",,18,375,39,0,,Mid Range,16-24 ft.,shot - 26,
-185,127,1,2,,"42.982923, -71.446094",MANU vs. DAL,49,376,42,1,Left Side(L),Mid Range,16-24 ft.,shot - 1,
0,0,1,2,2000-01,"42.982923, -71.446094",MANU vs. DAL,10,377,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
11,89,0,2,,"42.982923, -71.446094",MANU vs. DAL,25,378,28,1,Center(C),,8-16 ft.,shot - 42,
18,160,0,2,2000-01,"42.982923, -71.446094",MANU vs. DAL,0,,36,,Center(C),Mid Range,16-24 ft.,,shot - 3
0,0,10,3,2000-01,"42.982923, -71.446094",MANU vs. DAL,32,380,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
-98,285,6,3,2000-01,"42.982923, -71.446094",MANU vs. DAL,17,381,50,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 28,
-157,45,5,3,2000-01,"42.982923, -71.446094",MANU vs. DAL,12,382,36,,,Mid Range,16-24 ft.,shot - 43,
-92,186,4,3,2000-01,"42.982923, -71.446094",MANU vs. DAL,5,383,40,1,Left Side Center(LC),Mid Range,16-24 ft.,shot - 52,
-149,28,3,3,2000-01,"42.982923, -71.446094",MANU vs. DAL,25,384,35,0,Left Side(L),Mid Range,8-16 ft.,,shot - 3
75,28,3,3,2000-01,"42.982923, -71.446094",MANU vs. DAL,3,385,28,1,Right Side(R),Goal Line,8-16 ft.,,shot - 3
138,13,0,3,2000-01,"42.982923, -71.446094",MANU vs. DAL,17,386,33,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
0,0,0,3,2000-01,"42.982923, -71.446094",MANU vs. DAL,0,387,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 49,
0,0,8,4,,"42.982923, -71.446094",MANU vs. DAL,35,388,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-115,,7,4,,"42.982923, -71.446094",MANU vs. DAL,31,389,35,1,Left Side(L),Mid Range,8-16 ft.,shot - 44,
0,0,4,4,,"42.982923, -71.446094",MANU vs. DAL,16,390,20,,Center(C),,Less Than 8 ft.,,shot - 4
0,0,1,4,2000-01,"42.982923, -71.446094",MANU vs. DAL,14,391,20,,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
-73,11,0,4,2000-01,"42.982923, -71.446094",MANU vs. DAL,41,392,27,,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
0,0,9,1,2000-01,"42.982923, -71.446094",MANU vs. PHI,57,393,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
-65,,7,1,2000-01,,MANU vs. PHI,27,394,37,1,Left Side Center(LC),,16-24 ft.,shot - 44,
81,133,6,1,,"42.982923, -71.446094",MANU vs. PHI,48,395,35,1,Right Side(R),Mid Range,8-16 ft.,,shot - 3
138,110,3,1,2000-01,"42.982923, -71.446094",MANU vs. PHI,33,396,37,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
117,247,1,1,2000-01,"42.982923, -71.446094",MANU vs. PHI,27,397,,,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
231,394,0,1,2000-01,"42.982923, -71.446094",MANU vs. PHI,0,398,65,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
5,205,11,,2000-01,"42.982923, -71.446094",MANU vs. PHI,21,399,,0,Center(C),Mid Range,16-24 ft.,shot - 25,
-44,148,10,,2000-01,"42.982923, -71.446094",MANU vs. PHI,41,400,35,0,Center(C),Mid Range,8-16 ft.,,shot - 3
18,23,9,2,,"42.982923, -71.446094",MANU vs. PHI,26,,22,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
123,89,8,2,2000-01,"42.982923, -71.446094",MANU vs. PHI,6,402,35,1,Right Side(R),Mid Range,8-16 ft.,shot - 33,
-92,127,5,2,,"42.982923, -71.446094",MANU vs. PHI,48,403,35,0,Left Side(L),Mid Range,8-16 ft.,,shot - 3
